HIST1H2BM
TAPBPL///VAMP1
ITGB2
ARID4A
STK10
ANKRD20A8P
RAD23A
SLC7A3
DQX1
NR5A2
WARS
AIP
ARHGAP42
FAM107B
LINC00965

EPB41L2
IMPACT
AAAS
DCUN1D3///LYRM1
KAT8
OR10H1


TXNIP
UBR1
HIST1H4L
KLHL3
GCNT3
ZNF844
PTGS2
LAMC1
MORC3
EIF2A
UNG
ARFGAP3


CD55

PLEKHF2

KDM7A
NRBP2
ZSWIM6
ZNF79
PALLD
EFCAB5
CYFIP2
ERCC5
C6orf226
PDCD1LG2
LUZP1
LAMA3
MYZAP///GCOM1///POLR2M
ZNF658B///ZNF658
MX1

E2F3
SPIRE1
CYP2S1
TBC1D7
C1orf106
ANKRD36///ANKRD36B
PATZ1///MYO6
AREG
PLCE1
DUSP10


CIT
LINC00965
LINC00965
LRRFIP1
METTL1
LMO7
RNF43
RALGDS
PSG5///PSG3

FARSB
LINC00965
GPATCH4

SNRK
IFIT1
KIF4A
SNORD1C
CSTA
STARD5///IL16

TRAF3IP2
ALDH3A2

OVGP1
FAM86JP
C22orf46
ZNF563
MTCL1
NPNT
RPL10
SORBS2///SORBS2
ELL2
SGPP1
MRPL11
ZNF699
PLEKHM1P///PLEKHM1
IGSF9B
SMOX
OR5L2

HSPB8
RFC1///RFC1
SVIP
LY6G5B
SPATS2
ATP13A3
KIAA0907
NAV3
ISOC1
RNU2-2P///RNU2-1
HJURP
ACTR1B
TM4SF19
HIST2H2BF///HIST2H2BA

CCNT1
SLC29A1


EXT1

ARL6IP1
RNF20

AKAP8L
ASNS
GLCCI1
HSD17B8
HSD17B8
HSD17B8
ACOX1
DEPDC1
LOC100133299
NAV2
BCL10
ZNF658B///ZNF658
RNASE4///ANG
RAD51C
LAMB1
LINC00965
LINC00965
SNORA38
DSP

FBN2
DIAPH3
LY6G5B
PRMT6

CD44
CD82
DCAF4
STK38L
ACBD5
TYW3
NSF
CHKA
CNTN1

SDCBP2
RNF19B
EHD4
IFI6
PPFIA1


MYO5A
GSTT1
PCDHB13
MARCH3

CLK1
DYNLL2

HPS5
ARHGAP10
RXRB
H2BFM
ZNRD1
ZNF718
ZNF718


SEC61A2
ETS2
NXT2
FSCN3
SNAPC5///MAP2K1
LMF1
GAB2

IL2RB
COL4A3BP
PLTP

FAM200B
PTPRJ
TEAD2
RIBC2
GLT8D2
AURKA
AHR
ADARB1

SCARA3
FAM86C1
PACSIN2
TANC1
PUM1///PUM1
TXNDC17///MED31///KIAA0753
DENND4B
KAT2B
ITGAV

WDR12


ZNF217

CDH11
GLUL
DLG1
SPG7///SPG7
PABPN1
NCBP2

B4GALT2
TNIK
NT5C2
LARP4
GDPD3
PRSS35
RRM2B
IL20RB
MCCC1
ZNF778
CSH2

FAM126B
RXRB
KCTD15

MIR29C
LEPREL1
ANTXR2
ZNF750
TMF1
FJX1
TMEM147
C3
TAF9B
TAF9B
WWTR1
MID2
KREMEN1
LILRA1


CDK6

MYH9///MYH9
ZNF658B///ZNF658
GALNT14
THBS1
TDRG1///TDRG1
CTNNBIP1
HSPBP1
MFAP5
TRERF1
ARRDC1
CEP85L
SAA1
MANBA
NFAT5
LIMK2
SLC16A1
SUMO1P3

FAT4
WDR66

ADCY3
WEE1
REPS2

IL31RA
GBAS
RBM5
ZNF28
RAC2

RNASE7
SMIM19
C9orf84
PPP1R15A
MYH15
RSPH1

ZNF10
CA2
KITLG
SHCBP1


ZNF721///ABCA11P
UBE2H
STK4
LOXL4
SESN3

MRPS6///SLC5A3
NOTCH2NL///NOTCH2
OVOL1

HELZ
XXYLT1

NBPF10///NBPF12///NBPF1



SPR
CKAP5

VPS28
CAMK1D
HCFC1
RNF38
TAX1BP1
PNPLA4
PELI1
SHPK///TRPV1
PCNX
TM4SF1
NUFIP2
IGF2BP3
FREM1
RASSF9
IL6ST
TRIM29

ZNF850
ZBTB40
TIGD5
TGFB3
DKFZP779L1853
SLC26A6

KIAA1217
GOSR1
CDKN2AIP
SEPT11
DUSP9
FGD3
SEMA3E
ENDOD1
DUSP23
FNBP1L
CLK2P///CLK2
PMAIP1

ARHGDIA

IPMK
RNF128
MGLL

CDCA2

NEK6
PIP4K2A
DNAJC19
CES4A
PML
GABRE
ACTR5
STEAP4
PLS3
DHFRL1
GFM2
UTRN
C5orf42



ZBTB11

HHAT
ARSI
PADI3
CBLB
THOC2
NADSYN1

CEP55
KIF20B
MRPL24
SLC41A2
NRM
NRM
FAM35A
NACA2
MPP5
PPP4R1L
GGT6
SLC27A2

CDK14
PARP3
MRPS34///MRPS34

HAUS7///TREX2
VAT1L

RIMKLB
ZNF117///ERV3-1
LOC728392///NLRP1
GPR126
SOS2
ARHGEF28
CSF2RA
CSF2RA
FEZ1
PIP5K1A
SLFN12
RNF111
KRTAP2-3///KRTAP2-2///KRTAP2-4///KRTAP2-1

UBA7
SLC5A3
FAM118A

CAPNS2
CLYBL
KYNU
CLIP1
SPOCD1///SPOCD1

CA12
UBAP2
NRM
KLHL30
SNORA46
EFCAB2

BCO2
XDH
CST6
METTL7A

SLC35E3
TBC1D23
HLA-DMA
HLA-DMA
CALML4
PCIF1
IL13RA2
ERP27
NOTCH2
PBX1
ATP8A1
KIAA0753
KDM1B
NARFL
ZSCAN26
OTUD1
TXNDC16
LOC100294362
ARID4B

SULT4A1



EBAG9
THAP9-AS1///SEC31A
FBXW4
UBE2C
AP1S3
MYO10

CTSO
KDM5B
CDC25A

SNORD103B///SNORD103A
SNORD103B///SNORD103A
KIAA1671


GCNT4
PARGP1
IGFBP7
TPX2
MTHFD1L

CFAP74
SNORD116-21
PTP4A3
SLC19A1
SLC9A1
PLEKHG1
NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14///NBPF19///NBPF20///NBPF8///NBPF9
ARHGDIA

LMTK2
FAXDC2

LOC100129033
USF2
KNSTRN
LDB1
KIF23
C1orf174
SLC30A1
ABCB1
GXYLT1

ECE2
C1orf123///CPT2
RINL
PDXDC2P///PDXDC2P
MZT2A
ZFAND2B
DYNC1H1
LMBRD1
WIPI1
IRF1

ZBTB14
KRTAP2-3///KRTAP2-2///KRTAP2-4///KRTAP2-1
HIVEP1
ZNF414
EPS8
SMIM8
NDUFB4
NDUFB4

ZNF107
PCBP1
AGR2
SCFD2
OAT
ASPA
AVPI1
C10orf25///ZNF22
FCHO1
SNORA20
RHPN2
MICB
VAV3
LRP8
TRAK1
RAB29
MMP13
IFI44L
CENPF
KIR3DX1
FCGR1C///FCGR1B///FCGR1A
NTN4
DPAGT1


FLJ45079
NIPA1
FAM178A
NPY2R
ATP6V1G2-DDX39B///ATP6V1G2
ATP6V1G2-DDX39B///ATP6V1G2
ATP2B1
SCML1
ANXA4
B4GALT6
BHLHB9
TRIM51
ABCA11P
USP8
INPP5A
SYT16
UCHL1
TIMM17B
KIAA0247
MRPL53
ZNF425
NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14///NBPF19///NBPF20///NBPF8///NBPF9
TPCN1
RSF1


ERVK13-1
CHP2
RILPL2
NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14///NBPF19///NBPF20///NBPF8///NBPF9

TEAD1
FAM102A
HLA-DMA
RNU11
AFF4
MRPL17
ALPP
HIST1H2BD
ARRDC3
PTPN20B
CCDC61
ZNF431
PRR19///PAFAH1B3

CXCL8
SCARB1
GYG2
DUOX1
CCDC124
KRTAP4-1
WEE1

SPATS2L

LIPA
F2RL2
ADRA2C
SHROOM3
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14///NBPF19///NBPF20///NBPF8///NBPF9
SSTR3
C1R
TMEM5

IQGAP1
ZMAT3


GPIHBP1
LRRC2
NDE1
SH3D21
WNK1
STX12
TRIP4




GADD45A
ZNF383
GGA2

ZNF273
IAH1
MFSD3
CDK19

PIK3R3
SNORA40///TAF1D
SUSD1
UBE2F
ZNF286B///ZNF286A

TUBGCP5
PIGA
EPPK1

IGF1R
SLC9A7
SMCO4
MARCH11
WDR1
IGSF5

TMEM106B
RABL2A///RABL2B
MOAP1
CLIP4

WNT7A
PLEKHM1

OASL
RABL2A///RABL2B
GPR1

NPM3
APAF1
HEATR5B
TRAPPC6B
ZKSCAN1
RNF135
NEK2
TOM1L2

NEURL3


PPP1R13B
PMF1
RTKN2


ATXN7L1
FBN1
MYSM1
GPR137C
RPGR
PRRG1
CTU2
VAX2
SCD
FLJ43315
VAV2
PHF19
RPS6KA5
NF2

NBPF20///NBPF9///NBPF15///NBPF11///NBPF1///NBPF19///NBPF20///NBPF8///NBPF9
FAM220A
FBXW11
EHD1
LIN7B///C19orf73
ZBTB45
FXN
PPM1K
ANKRD11
MARCH9
SYDE2
ZNF195
TLDC2///SAMHD1
C12orf57///C12orf57
PPP3CB///PPP3CB
MAP3K9
TLR4

DFNA5

SMIM4
H2AFY2
KIAA1614///STX6
CDH13
CAPG
TBC1D8

DPP9
COX17
ZNF106

CLASP1
NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF1///NBPF14///NBPF19///NBPF20///NBPF8///NBPF9
FAR2
KCTD7
EPM2A
RASAL2
HIGD2A
TIMM10
RASSF5
TACC1
JAM3

ZNF680
SERGEF
CFLAR
C3orf14
SUPT6H
MALAT1
UAP1
FAM189A2
BRD8///BRD8
PM20D1
ZBED5
RTP4
NSAP11
COX17
H6PD

PTPRU

MED13L
PQLC3
HP1BP3
ZNF511
LINC00472
HIF1A
PRORY
C17orf59
CPEB4
CCND2
FLJ44635
PHC3///PHC3
FLJ44896
SUGT1P1


FOSL2
PRMT3
SLC25A15
TSLP
FRYL
CLK2
PTHLH
ZNF714
SF3B5
C3orf62///USP4

MAP3K14-AS1///MAP3K14

TMTC4

CDC42BPA
MUSK
ATP6V1G2-DDX39B///ATP6V1G2
ETV3L

DOCK9


BUB1
TMEM63B
TFAP4
ALDH5A1
AP1B1

CDCA8
CYLD

VPS13C


OTUB2
TOMM34
UTP20
FABP5P3///FABP5

MIF4GD///MRPS7
MCOLN3
EHBP1

UPK2
SLC39A10
ZBTB34

ERMARD
OBP2B
CCDC85B
CXADR
PPP1R10
PPP1R10
PPP1R10
PVR
FAM212A
ABRA
RBMS3

FAT1

ZNF432
HCG4


PCDHB9

LNPEP
MMP14
RPP40
MGME1///MGME1
ESD

EFNB1
RGL1
C1orf27
GTPBP6
PGM5P2///PGM5
GPATCH2L
PLEKHM2
SYNJ1
RBMS2
ZNF624
MRPL3
TTC27

SLC44A1
GLS
AGL
CTCF

ARMCX3
NBPF20
HERC2P3///HERC2
OR2B2
PCDH18
PTPRCAP
CENPT
ADCY5

SHC1
KLF4
BMP4
TMX4
PNPLA3

B4GALT5
SLC4A7
NBPF20///NBPF10
ZNRF4
ARFGEF1
MTHFR
ZNF488
OAS1
PCSK5
PIGF
PIGF
SUCO
GRAMD1B
PIK3C2A
KRT7
DEXI
KIAA0355
SNHG12///SNORA16A///SNORA61///SNORA44///SNHG12
FAM104B
NBPF20///NBPF10///NBPF9///NBPF15///NBPF11///NBPF1///NBPF19///NBPF20///NBPF8///NBPF9
LTBP3
AHCYL2


TLE1

ZNF430
ARSB
ERAP2
ALG6
ARL4D
SNORD44
MAPK3
SLC35E4///DUSP18

ATPAF1
LOC100128988
MYO1B
PRKD1
ZDHHC2
MAP7D3
CD2AP
LIFR
CENPI
LCOR
S100A14
C12orf10

FABP5P3///FABP5
SNX33
FAM84B

ADAMTS6
OR3A1
GOLGB1

SLC6A2
CC2D2A
MAST4
RRAGC
SLC7A7
MBD3

OR2T27
TCHHL1

MAPK8///MAPK8
JAK1
POLR2A
KIAA0226L
BASP1
TRIB1
ZNF577
GFRA3
KRTAP2-3///KRTAP2-2///KRTAP2-4///KRTAP2-1
KRTAP2-3///KRTAP2-2///KRTAP2-4///KRTAP2-1
NBPF3
SLC39A8

ZNF20
KRR1///GLIPR1
RAPGEF2
GTF3C1
MIR221
LRRCC1
GLUL
PRR13
LRRFIP1
APOL6
CHST5
DTWD2

HERC2P9///HERC2P2///HERC2P3///HERC2
JMJD8
HOGA1
F2R
AMOTL1

SEPN1

IGF2R
C19orf24
MIR153-2
ST6GALNAC1


PAQR7
PGAP1

PPP1R32
TRAPPC9
NMD3
KLK12
GEMIN8
DNAJA1
CTSS
MCC

CTSE
ELL2
CKAP2
ZNF354A
SASH3
LOC399900
DGKA
AFAP1
ZSCAN31
CYB561A3
CNN1
ERC2
SOWAHB

TMOD3
ALDH2
SNRPD1
STYK1
FAM187A///CCDC103
TGFBR1
PTPMT1///KBTBD4

SEMA3C
SPRYD3
MPDU1
TRIP12

PSMB11

HMGB4
ABHD2
ERBB2IP



ZMYM1
CLPP
APOL2
SPHAR///RAB4A
TMED6
SCCPDH
FAM58A
CHMP6

ATF3
NBPF20///NBPF10///NBPF9///NBPF1
KIAA0513
HIST1H4G
HTRA1

CRK

C21orf119
NDRG3
PHLDA1
ST6GALNAC5
SPAG5///SPAG5
AKAP9

GIGYF2
PRSS22
POU6F1
ZBTB7C
CCDC107///ARHGEF39
ZNF25
SCLT1
MIR15B
SUPT7L
TBC1D3H///TBC1D3///TBC1D3C///TBC1D3B///TBC1D3F
PNPLA8
TNIP1

ABAT
RPEL1




TMEM18
NFKB2
BLID

LRCH1

FBXL18
PARP10
COMMD10
TET2

PCYOX1
EML3
ACADSB
TWSG1
SASH1
FUNDC2

PLCL2

CSNK1G2-AS1
SLC25A25
PRRT1
TRIO

NOL4
EBLN2
CCNL1///CCNL1
SBNO1
C3orf52


SPAG1
TDRD3
ARHGAP11B
CRYGN
MIEN1
TMEM261
CDC45
DCP1B

DDB2
NBPF19///NBPF10///NBPF8///NBPF9///NBPF1///NBPF14
KIAA0922


MAP3K6

LEMD1
ANO2

FANCD2
PEMT
CHEK2


MRPL48
LOC400707
TLCD1
FNDC3A
DMRT3

GJC1

SFMBT2
XPO6
PRR13
ST6GALNAC1

ARHGAP29
ODF2



MAPRE2
FZD8
NELL2
ANLN
ARHGDIB

NRIP1
SRM
ZBED3
ZNF581///ZNF580
VKORC1
SLC38A9
SWI5
CFHR3
EPG5
PNKP
MAGEA6///MAGEA3
FADS3
PI4KAP1///PI4KAP2///PI4KA



FGFBP1
PPP1R18
TCTEX1D2
DOK1
ZNF211///ZNF134
SUGP2
RAD1
FAM227A
NAPB
BMP1

PHF10
CAT
HIST1H4F
RFC4




USP11
BRIP1
ESYT3
SSBP4
SPIB
TNPO1
SAMD4A
FAM229B///TUBE1


RCBTB2
SEMA4A

NPEPPS

METRNL
IER3IP1

FAM169A
ZNF304
SNAPC2

LYSMD3
MMP20
CFAP70
ACP6
ATG10
H2AFZ
PM20D2
XAF1
PKD2
RPUSD3

ADAM23
PLEKHA7
PVRL4
KDM4A
CDK18
FAM220A
PAQR4///PKMYT1
HIST3H3
TIGD2
HSDL2
CST11
TP53BP2
HNRNPUL1
TMCO6
WDFY1
LINC00951
CEP76
ODF3L1
TMX2-CTNND1///CTNND1
TMEM173


ATP6V1D
NDC80
HDAC1

IGFBP6

SAMD5
ISOC2
PAXIP1
MICAL3
PARP8
TYRP1
BLMH

EEF1E1
ABI1
STRN3
TMEM109

UBR4
AGAP11///ADIRF
ATG4B
ANKRD29
LILRA3


SCUBE3
ARID5B
TEP1
GNA14
TGFA

C3orf38///CGGBP1
CNTRL
TPRG1

LAMC2
TSGA10
ERCC6L
PAGR1

TTLL1
MTF2
PTK7
GNA12

NUDCD2
NEUROG3
CPSF4L
C19orf60
OSBPL3
RNF126P1
PLEKHF1

GOLPH3L


R3HCC1
TCEA3
EPB41
NDFIP2

WDR34
CAMSAP2
GRHL1
RBM27
RPL26L1
FBXL2

ESRP1
DHPS
GEN1
NANS
ARFRP1
PIGC
PPM1D
AMER1
PDGFA
SLC25A45

ZNF678

SNRPE

MITF
APOC4///APOC2
CLCNKB
RNU4ATAC
SSRP1
SNORD64///PWAR5
PIGF
LOC654342
ATXN3
ARPC5L

FBXO28
RNU2-2P///RNU2-1
ACOT4
PMEL
SARS2///MRPS12
EIF1B

RALGPS2
C21orf49
ZNF286B///ZNF286A
ZNF189


EFNA1
CFAP61
SYNC

CDK15
EFCAB11
DET1

LRIG2
EXPH5
SFTPC
FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F
FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F
SOCS4





SPICE1
TIMP2

SMIM20
RIOK3
SMYD5
JADE3
ECSIT
SEC14L2
ZYG11B
METTL5

CD274
COL6A1
UTS2///PER3
DNAJB5
CYP4F3
TRIM39-RPP21///RPP21
ATG4A
CTDSP2

PMS2P9///DTX2P1-UPK3BP1-PMS2P11///LOC441259///DTX2///PMS2P5
NCBP2-AS2
INSL6
FMO4
CRABP2
ZNF197

VSIG1

GEMIN5
DENND2C
PDE12
LRRFIP2///LRRFIP2
TRIM39-RPP21///RPP21
TRIM39-RPP21///RPP21
CSF1

HNRNPL
TAP1///PSMB8-AS1
TAP1///PSMB8-AS1
TAP1///PSMB8-AS1
C17orf58
ICAM4
NCKAP5
TNFRSF9
SLA

FBXO22-AS1///FBXO22
DALRD3
NHP2
PMFBP1
ALG14
UG0898H09
LRFN4
NR4A2
IFRD1
ERF
ACTN1
EIF1AD
ITSN2

DST
DBT
C6orf62

C15orf52
CFAP45



CLEC14A
STAG1
PRM3
GALNT1
PPAP2C
ZNF485
ATG4B
SLC22A13
KIRREL
NUDT11
PRR15L

LOXL3///HTRA2
LINC00471
SCMH1


KAT5

CCNB1
TRANK1
FMNL2
RBM45

ADSL
CCDC12

SREK1
C15orf41


OLIG1
TCHP


C1orf213///ZNF436
UCN3
GAPDHS
CPE
RBM47
PPIH
BBS2
UACA
PRUNE2
LINC00268
TCP11L2
GLIPR2
PTPN18
RTEL1///TNFRSF6B///TNFRSF6B
MGAT4A



ITCH
CNOT4
SLC16A13
RHBDL2
LOC102724238///GLIDR
ABCF3
WDR37
PLEKHG3
IKBIP

URM1

ACTL6A
SPTBN1
HTR7P1
KLHL2
ZNF382
