STX8
GJA1
DUSP1
NEU1
NEU1
ITPR2
DAXX
CACNA2D2
CDC25A
TAOK2
DMPK
SCARNA17
ERVK3-1
RSRC1
IER2
DPYD
FAM101B
OAZ2
SEMA3E
TK1
PLXDC2
LMO3
CCDC127
PAX2
PDZK1
LPP
GPM6A
DUSP3
CDC6
PHF23
ATRNL1
IGF1R
CYB5R1

DAXX
NEU1
CA11
SLC39A10
STK39
BMP7
DNM3
IFI35
SQSTM1
HN1L
E2F7
DAXX
PIEZO2
DNAJC22
CREB3L2
ENOX2
SLC25A45
MICB
KLF10
HK2
IGF1R
MRPL49
DOK4
CENPO///ADCY3
TXNIP
HOXC9
FAM105A
EXO1
FARS2
PRKCA
MCTP1
HGD
HGD
NXF1
ERRFI1
HYOU1
EPRS
JUN
RUSC1
MAGI1
HCAR1
MEPCE
TUBG1
MAP1LC3C
PSAT1
R3HDM2
TSPAN8
MBIP
GPANK1
HIPK2
LRP10
CAPN13
ZNF641
POLR2A
CCNE1
PHACTR1
SGPP2
GNG11
GPR137
TMUB2
ELF3

FTO
L3MBTL4
DDR2
MUC15
MAP2K5
GNL1///GNL1
HHAT
GBA
TCF19///TCF19
TCF19///TCF19
C10orf91
JOSD1
SIRT7
ORMDL2
CABYR
DONSON
ALPK1
NBAS
GCH1
CEP19
FEN1
LRR1
SLC20A1
DDX60
KLHDC8B
EFNA5
HOXC13
FARP1
THSD7B
FAM149B1///DNAJC9
HIST1H3G
DTX3L///PARP9
MCAM
AGPAT2
LOC100133920///LOC286297///MTHFD1L
PPM1L
TRIML2
RASSF1
AES
ZNF530
HTR2B
ZNF48
FAM134C
OCA2
PTPRN2
FCGBP
COL4A2
GADD45B
TMEM115

RRM2
IP6K1
SELENBP1
CPPED1
HOXA2
ADAMTS3
NBEA
CLSPN
PHF1
LRFN5
SUGCT
PPP1R15A
FXYD6

GBE1
ZNF687
BAP1
LAMA1
BZW2
B3GAT3
ADCK1
LIPH
COL4A3
RER1
PSMC3IP
PTPRK
TXNDC17///MED31
SNX29P1///SNX29P2///SNX29
AGER
TOR1A
LAMC2
PPP2R5D///MEA1
NCALD
GABRB2
TTC28
KAAG1///DCDC2
KRT4
ADAM22
GINS3
CMTM3
MAP1A
ZNF211
PAN2
PLEKHB1
SCNM1
ITFG1

PXMP2
YKT6
FGF18
UNC13D
HSPA1A
PLEKHO2
RSRP1
TMEM117
CRYL1
RSU1
KEAP1
YARS
C12orf57///C12orf57
RFC2
NNMT
RGAG4
IARS
ICA1
MAP3K14-AS1///MAP3K14
WDR45
KRT8
IL23A
PREX2
TMTC1
GALNT2
TRIM45
IER3
IER3
IER3
CLDN16
C1S
DPH5
TCF19///TCF19
CCDC171
ESCO2
HLF
BMP4
OLR1
RND2
XRCC3
YPEL3
NRP1
SNX29P1///SNX29P2///SNX29
PNRC1
LINC01128
SKA3///MRPL57
FGGY
C10orf35
ZFAND1
ZNF425
OS9
STC1
THADA
CMSS1
CARHSP1
SMUG1
KIF18B
C1R
CDH2
UXS1
THBS1
B3GNTL1
UNC13B
DEDD2
E2F1
SLCO5A1
RND1
MYBL2
JUNB
MSI2
BRD2///BRD2
MGAT5
PEPD
TMEM106C

RAB25
DHRS13
TUBB4B
FAM19A4
GPR162
ARFIP2
TCEB3
DSN1
ENPP2
HSPA1A
WDR72
ZNF483
EGR1
ACACA
FTSJ2
PAQR4///PKMYT1
CSRNP2
RFTN1///RFTN1
KRT80
FAM13C///PHYHIPL
WIPI1
CLK1
TFPI2
TAF5
PRKDC
SRRT
CDK6
TMEM194A
MAMDC2
SLC39A1
SHC1
CHRDL1
TMCO4
RNF168
SPON1
TMEM27
SUPT7L
RENBP
TBXAS1
SSBP2
TMEM207
LAMB1
UGT2B7
RAB29
IFI30
TNPO2
RNF25
MCM10
LAMC1
EDC4
CACNB3
PDHA1
BTG2
EMX2
TMEM173
HS6ST1
CA2
IGFBP5
ADK
AGER

EIF5A2
TAF6L
CENPBD1
BGN
NR3C2
GLG1
GOLIM4
MSL1
AIG1
SPTLC2
EFNA1
PIP4K2C
KIAA0101
TMEM45A
TICRR
CDH13
SCAPER
MAD2L1BP
FOXM1
HS6ST1
INPPL1
DCLRE1B
MED29
TOM1L1///COX11
RNF26
PDIA5
RNASEH2A
SMPD1
TIMM22

GLIS3
BCKDHB
ACTA2///ACTA2
ALDH1A2
MAP3K11
RBMXL1///RBMX
AGAP1
SLC6A12
FOXP1
DAAM1
ZNF324
GNG7
WWOX
ZNF222
LCK
COL4A4
KIAA1244
ZNF367
SAP30L
CLIC1
FSTL3
CD2BP2
MAML3
LOC613266
AGER
ARHGAP28
PHGDH
ATF5
NAB2
LMF2
CMTM1///CKLF///CMTM1///CKLF
PDE11A
NDRG1
PAX6
ZWINT
NUBPL
GATSL2///GATS
GATSL2///GATS
SIL1
BMF
DTWD2
PRKD1
SLC6A9
LIN37
ZNF211///ZNF134
SIPA1L1
HLA-DMB
PLAT
PRSS35
MRPL24
LPHN2
MAN2A1

PDE1C
MTSS1L
PIGN
IGSF22///TMEM86A
MFAP4
GPRC5B
FAM149A
RELL2
ELP4
DDX10
APOL2

FAM50A
USP13
MYO1E
C12orf66

PELI3
BBS12
BRD2///BRD2
TAX1BP3
PYGM
CDH16
COMMD10
SLC35A2
SORL1
NSMCE1
LRRTM2
GRB10
HAUS8
KIAA2022
PPP1R9A
ESRRG
HDHD3
MICA
GPT2
PDE3B
SNORD45C
ANO10
SMYD4
AXL
TCF4
ANKMY2
ZNF263
RHEBL1
NABP2
RAB39A
CYFIP2
TAP1///PSMB8-AS1
TAP1///PSMB8-AS1
TAP1///PSMB8-AS1
SMG5
RBM8A
KDELR3
ABCB6
RASSF2
PHF13
TTC27
SLC9A1
RBMS3
ZNF277
RAD9A
SH3KBP1
SESN3
CLIC1
TSHR
FGF12
MTR
CSRNP1
LAMA5
DYM
TMEM179B
TAPBPL///VAMP1
DNAJC10
TGFB3
BRD8///BRD8
TRIM68
MPP7
KIAA1328
NTN4
TJP2

FAM43A
SFN
KCNRG///TRIM13
SLC25A19
BIRC5
TENC1
ATP6V0C
MICA
TKT
GNAQ
ANK2
SLC7A8
RIT1
TFAP2A
PCDHB6
TRIM38
TMEM259
BRPF1
GALC
AGPAT6
PBX1
TMEM241
MPP2
FN3KRP
TRIM8
PPT2-EGFL8///AGPAT1
PPT2-EGFL8///AGPAT1
PPT2-EGFL8///AGPAT1
PTGFRN
DBR1
LACE1
AGR2
ALAS1
PIEZO2
C11orf54
SLC52A2
HCST
DDR1
BTBD6
ACSS2
EXOC7
ZNF180
ZNF672
FZD2
C6orf47
C6orf47
MYC
PTRF
LMF1
NDRG4///NDRG4
VARS
VARS
CTSL
FRY
CHCHD6
WDPCP
C6orf47
HLA-DMA
HLA-DMA
CA10
MACROD2
SRPX2
HSPB8
TNNC1
AK1
TMPRSS4
SLC38A3
KLHL11
SRPX
AMIGO3
MAFG
SORBS1
PXDN
TOB1
MYH9///MYH9
AGRN
CNDP2
ATG7
PINK1
PTPRS
HAUS5
GABRP
PPAP2C
FUS
MTA2
IFIT5

BCKDHA
SLC39A8
REEP2
CAT
STK17A
ABCA3
PAF1
AP5B1
PCCA
KCNAB2
INTS7
CCDC91
ETV6
NCAPH2
TPM2
PRODH
ZNF574
OSR2
GINS4
ZNF10
HLA-DMA
DIS3L2
VWA8
APP
GNAI2
TESK1
EIF4EBP1

TRAF4///TRAF4
ZNFX1
LUZP1
CHAF1A
FCHSD1
CREB3
CAMK2D
BRF2
CD83
FRMD8
NT5DC2
TCEAL2
MIPEP
UBN1
NFKBIE
CLIC1
MORN2
MFHAS1
SIRT4
CHTF8
ATG12
C1QL4
FABP3
CASP2
MAFG
NFKBIB
PRKD2
TOX
SLFN13
HGS
BCAR1
ARPC5L
BRPF3
BAMBI
CYFIP1
SLC7A5
WDR83///WDR83OS///DHPS
EIF4EBP2
PACRG
LIMCH1
WDR81
NRG3
C19orf40
KDM4C
GUCD1
S100A3
VEGFA


ZFP36
TRIM26
IGF2BP3
CCL28
BAHD1///BAHD1
HS6ST2
HIST1H3A
CTPS2
PDZD4
ITPK1
PYCR1
C1orf74
BTBD11
TBC1D22A
FERMT2
LY6G5B
ULBP2
CCDC117
HLA-DMB
SLC12A4
PPP1R8
LINC00324
TMEM8A

C17orf62
IRAK1
PTGER2
LRRC8D
PARD3
ATP8B1
TTC7B
LSR
ZNF200
LPHN3
PPP1R9B
PLAGL2
C14orf142///UBR7
KIAA0368
TTC39A
LAMTOR4
EMP3
SYNE2
ERMP1
IL27RA
APBB2
LOC100132764///CADM1
TMUB1
WEE1
TUBA1A
TUBG2
SARS2///MRPS12

ASRGL1
SPIDR
DDR1
MED12L
EGFR
IRF9
IRF3
GLB1
KTI12
ISCA2
DPH6

MAD2L2
CX3CL1
SDF2
GPM6B
ITGA2
PARP14
NTS
CDK9
CTCFL
TPK1
FOXA1
SMO
LARS
ENPP3
FDX1L
FBXO45
TRAPPC2L
HHEX
FAXC
KAT2A
ZFYVE1
ARHGAP6
CD68
LDLRAD2///HSPG2
ZNF286B///ZNF286A
CNP
SV2A
PIDD1
POP7
COL4A1
HN1
RNF34
BAK1
PSMD3
SPAG5///SPAG5
RUNDC1
FOXP4

MSRB1
RAB35
FBXO5

LCMT2
RFWD3
DTNB
PSENEN
GPNMB
CDK2AP1
KIF18B
DENND1A
RPL36AP40
EML5
ABCF3

DUSP5
HIST1H3E
STIL
KCNJ16
MARS
ALYREF
MYO3B
TLCD1
ACPP
PDSS2
CACNA2D1
ALYREF
PAK2
ELOF1
HERPUD1
CCND3
KCNT2
CRYAB
ZNF223
CIPC
RBM4
GNPDA1
MFSD10
BCL2
SERPINB9
BTN2A2
RCAN3
WDR53
NUPR1
NARS2
SEPT3
KIFC1
ACAT1
LINC01366
ENO2
UGT2B7
RCAN1
PGF
HAP1
SNORD95
BRMS1
CPTP
CDIPT
TRIM26

CYB561A3
ATXN7L1
RARRES3
ZNF75A
INTS6
CALCRL
COLGALT2
RORA
SPR
NME7

TYMS
DOLK
IRF1
CHMP1A
MSN
PITPNM1
LRRFIP1
RIPK1
GANAB
RALGPS1
KMT2E
KIFC1
IMPACT
SLC43A1
ATP6V0D1
CNIH2
LOC100128288
RGS7BP

DYRK3
IFT22
RBM22
C17orf53
ZNF740
SMOC2
RASGRP2
TSPAN7

WSB1
BSCL2
PCCB
PARD3B
PMFBP1
GSK3A
TIPARP
GET4
USP25
TNNT1
STARD3
STK3
RELA
PREP
CTSV
NFKB2
FAM189A1
H6PD
RGS10
PMEL
GDPGP1///CIB1
TMEM208
EFNA3
KCNJ8
GPX2
MOV10

USF1
DGCR8
PFKM
SLC4A11
ACSL1
DVL2
FSD1
C8orf34
AP1M2
TINAGL1
ORAI2
BAI3
CFAP97
FKBPL
FKBPL
RABIF
CLPB
PI3
UGGT1
UNC119B
PRR13
LAMB3
TMEM199///TMEM199
NUMBL
ZNF721///ABCA11P
EEFSEC
C17orf85
SIAE
CARS
TGFA
RRP36
PTPRO
N4BP2L1

C19orf68
ZNF143
MAPT
CDK14
POLE
TOB2
LRRFIP1
KLC2
AOAH
LIG3
PYGO2
MAML2

SOSTDC1
CCDC134
SLC7A1
TBC1D10A
MYL6
NFKBIZ
ZNF45
MUS81
DR1
HLA-DRB3
CRIPT
CFB
PRR13
LRRC24///LRRC14
SPTLC3
APEX2
XRCC2
USP1
STC2
RHOC
NID2
RUNDC3B
GMPPB
ALKBH5
RRAGC
ZSWIM3
LY6G5B
TOE1
LHX2
ACAP3
ARHGEF28
PDGFD
MASTL
MGAT1
B3GNT9///C16orf70
ASB16-AS1///ASB16
SEL1L
MCM4
TSPAN17
DPF2
UBALD2
RPA2
ATAD2
PARK2
NKIRAS2
FADS1
RHNO1
ROR1
UHRF1
DDIT3
COL1A1
DAGLB
ZDHHC6
WDR70
C21orf88

CDC26
PHLDA1
ADAMTS12
CASK
DUSP14

DENND1B
CPTP
FAM32A

CYB5D1
PLK2
MCTP2
MYH10
KIAA0907
BTN2A1
HSPB1
HLA-DRB4///HLA-DRB1
GAS2L3
ASPH
GBAP1
UGT2B28///UGT2B11///UGT2B10
TNFAIP1
MMAA
FYN
AP3M2
UBL4A
L3MBTL2
COBLL1
SWAP70
PHF5A
NUP50
TPRG1L///TPRG1L
ZNF384
TUBB6

LDB1
ELOVL1
ARHGAP24
STX5
MAP4
ASS1
DDR1
PITHD1
GALNT13///GALNT13
ALDH7A1
ITPRIPL2
ALPP
TTC37

TMEM189-UBE2V1///TMEM189///UBE2V1
MAN2C1
ATP6AP1L
C8orf33
PRKCE
RNFT1
CCNT1
TMEM63B
ZNF536
ZC3H12B
AKIRIN1
NUP210
THBS4
ICMT
TAF11
LDLRAP1
XPO5
ACP6
TRIM21
DDAH2
DDAH2
PIM2
RIN2
BCL6
DCUN1D3///LYRM1
GLB1L2
SNORA80E
PLEKHG1
DHX34
PTK2B
ZNF317
TFAP2C
NFIB
HIST1H2BM
TMEM127
IPCEF1

SENP7
FAM134A
KCTD5
FLJ38773
LYRM4
CCDC9
C1orf85
TFE3
AUP1
UBE2Q1
FLNB
CCP110
RRP15
TOP3A
DNAH1
AP4M1
TP53INP2
RARG
FLT3
LOC653653///AP1S2
CENPM
NUCB1
GRINA
ISG20L2
FAM221A
CPVL
YIPF3
DENND1B
BAD
LMAN2L
VAMP8
SUMF2
HSPB2-C11orf52///C11orf52
SNORA45B
PTAFR
MINA
INADL

BCL9L
ZNF224
ABCC1
OGFR
MTCH1
AURKB
TRAFD1
GPD1L
LONP2
GUCY1A2
TMEM55B
SAMD9
HIST1H1D
MPDU1
CCDC68
FMNL2
VPS13C
SNAI1
RNF6
SNX15
GALNT18

DACH1
KIAA0895
MED20
DTL

TTLL1
BARD1
STYK1
MECOM
IL1RAPL2
PLEKHG2
RAD54L
APOBEC3A_B///APOBEC3B
PDIA4
CANT1
SEC14L2
SERPINH1
SPAG1
TSEN54
BLVRB
HLA-DRB3///HLA-DRB1
SNX29
ACYP2
DYNC2H1
OR2T10
PLA2G4A
RNF144A
TLN2
KHNYN
GDI1
GLS
CLIP3
RASSF9
PQLC2
WDR76
TCF12
LONRF2
UBE2T
TMEM140

MIER3
ALG12
ACD
GEMIN4
LEPREL1
CALM1
CENPT
ARNTL
AIM1
FOXJ1
IQCD
ACAD10
LRP1
MFAP1
GRIK4
CYTH2
TJAP1
SNORA44///SNHG12
ADCY6
EIF2A
FOSL2
IL6
IBA57
TSTA3

GABARAPL1
CLN3
CCDC176///ALDH6A1
FAM26E
TYMSOS///CLUL1
MRAP///URB1
CDH6
TMEM98
PLAUR

CCHCR1
PSMC3
MIR671///CHPF2
DSEL
HEG1
TUBB4A
TRIM56
FAM89B
HAUS2
GATA2
TM4SF18
HUWE1
SUMF1
RHOBTB3
PCK2
SRBD1
GDI2
SPP1
FAT1
INPP4B
EPOR
FXR2
GAB2
C9orf116
PAX8
TIMM17A
SNHG12///SNORA16A///SNORA61///SNORA44///SNHG12
SMCR8
EIF2D
KRI1
SLC47A1
KLHDC3
PI4K2A
RNMTL1
FBLIM1
APBA2
CASP7
RFC5
MR1
TIMP2
AGL
DNAJA1
NEURL4///GPS2
PSD3
GLRX
ABTB1
STXBP1
TNNT2
HDAC9
PRKACA
KCTD1
CYB561D2///NPRL2
MGAT4B
GALE
SH3BGRL
RDH10
ALKBH6
MBD4
ABCB7
SLCO4C1
LYPLA2
BMPR1B
PLEKHO1
CNPY4///TAF6

TMEM131
LOC100133920///LOC286297///MTHFD1L
LOC100133920///LOC286297///MTHFD1L
ZDHHC2
SPNS2
POLD3
MBD1
AGBL4
LAMP3
MEN1
ENTPD5
JTB
UNC79
SNORA61///SNHG12
CMTM6
FAM118B
PSMB5
TACC3
AHCYL2
RHBDD1
GALK2
CPNE2
MCCC1
C11orf84///C11orf84
COL5A1

VHL
EXT2
PDDC1
CISD2///SLC9B1
ZNF329
SLC6A10P///SLC6A8
NAGK
ZNF490
MSMP///RGP1
RHOBTB2

PPIP5K2
RALGAPA2
FARSB
ELP5
RAB5B
ATRN
POLR2D
GBP3
PSPH
ZHX3
CNTROB
RHOB
ATP8A1
C11orf24

RAB13
TYRO3
RAD51

SULT1A1

ATRX
GINS2
PYROXD1///RECQL
FAM171A2
DDX23
BACE2
FAM219B
ZNF618
TMEM222
TSPYL4
BPGM
POLDIP3
EPM2A
ZNF443
ARMCX6
KIAA1279
BZW1
TANGO6
BSDC1
PGM2L1
MCFD2
ARHGEF25///SLC26A10
ADRBK2
DDAH2
ARL2BP
LPCAT2
CHAMP1
EED
URGCP
BLNK
LRIF1
NOMO3///NOMO2///NOMO1
NOMO3///NOMO2///NOMO1
NOMO3///NOMO2///NOMO1
OTUB2
CPNE8
ERAL1
MMP7
SLC8B1
ATP11C
MAP1S
RHBDF1
DNAJB4

SLC35B3
CAB39L
SLC44A1
S100A14
FZD7
FANCL
PGBD1
PIGK
ARMCX6
S100A13

EXO5

ATP6V0A1


PCNA-AS1///PCNA

F8A3///F8A2///F8A1
NPY1R
ETV3
SNORA16A///SNHG12
STIM2
MSX2
PIM1
PDE8B
LOC646214///PAK2
NSMF
USP3
UBQLN2
ACP2
MT2A
PIGW
MISP
PTPN6///PTPN6
GFER
ANKRD1
DDIT4
CCHCR1
YTHDF1
STX11
CEP63///ANAPC13
HINFP
ARRDC3
TMEM184A///MAFK
SLC50A1
DNAJC14
ERC1
SHCBP1
ATXN7L1
TBCK
FADD
LPPR2
SUSD4
GEMIN7
GRK6
RRAS
PHLDA2
U2AF2
FJX1
TMEM135
ORMDL3


RGS2
FGFR2
NRCAM
INF2
SHISA5
TMEM107
KCNRG///TRIM13
AARS
KIF16B

NFRKB
MCOLN3
SLC35C1
SLC25A12
F8A3///F8A2///F8A1
SNAP29
SMPDL3A
MTG2

HCFC2
CCDC50
NELFB
UGT3A2
SLFN5
RAB15

INTS2
DPYSL2
ZMYND19
ZNF547///TRAPPC2P1///TRAPPC2
DNAJB5
SNORD75
CEP85
ZNF229
FBXW8
CDT1
UTP20
ZNF799///ZNF443
CR2
TXNDC16
RGL1


KRT15
UBE2E2
HLCS
DEF8
SOCS4
FANCG

MXD1
FAM111A
FAF1

WEE1
ZNF174

ATG14

RPIA
KCNN3
LRWD1
ZNF473
CSRP2
CYB561D1
C7orf43
HIST1H1T

CDCA3
CREBZF
SFXN3
ZNF646
AGTRAP
TMEM139
JUND
SNAP91
CYP2S1
LSM10
AP2M1
RNU6ATAC
SNORD14E

TBC1D12
HJURP
RAB19
FAM83D
TEAD3
SRGAP3
NAT10
METTL7B
ZFP1
EMC6
TNPO1
OLFML1
ZNF326
ATXN7L3
LOC731157
DMWD
TLR5
TAF13
DDRGK1

HMCES
NAT6///HYAL3
CFB
ZNF823
KANSL2
SARS

TUBA4A
LINC00638
CXXC1
SKAP2
CD99L2
CABLES2
PDK1
MPLKIP
NAA40

GBP2
EHBP1
SLC25A21
UMPS
EGLN2

FLCN
C3orf14
MAL
DPM2
CEP78
NTAN1///PDXDC1

ELMOD3
SNORD41
PRMT3
MYOM2
ZNF618
PALM3
XRCC4
DSCC1
TUSC2
ZNF649
VWA5A
C3orf67
GLDC
RELT
ORC1
COQ10A
ACY1
SLC16A7
GALNT6
CHCHD3
TFPT///PRPF31
TMEM38A
TBC1D13
GPR98
DOCK3
PCNXL3
C22orf46

IFIT2

PLS3
HNF4G
IRF8
PRKAB2

OARD1
CCDC107///ARHGEF39
MTFR1L
NAA20
ASB2

PFKFB3
L1CAM
INHBE
FDFT1
P2RY1
CD97
FBLN5

RBP1
ARRDC1-AS1

CDC34
PAGR1
SS18L2

KLRG1
FANCI///POLG

WBSCR17

CALM3
ERCC6L
DDC
FZR1
HELQ
RCOR2
POLA2
C19orf52
KCTD11///ACAP1
ORAI3
SERGEF
CDCA4
RINL
FAM60A
IFNLR1
LPAR3
ZNF791
WASH1///LOC100134445///WASH7P///WASH5P///WASH3P
YOD1
HNF1B
SLC1A4

PRRG4
PMPCA
MRPL30
FANCA

ACTBL2
GCNT3
ITGA3
PDRG1
UGGT2

RBM4B
ATF6
WDR17
ZNF549
RELN
ARMCX3
DIS3L
TM4SF19
ABAT

DYNC1LI2
HMCN1
LURAP1L
DHFRL1///DHFR
TOMM20

BTBD9
TRIM39-RPP21///RPP21
TRIM39-RPP21///RPP21
DDIAS
CHAF1B
SCNN1A
KLRF1
TRIM41///TRIM41
DEDD
DOCK7
PAK7
SLC39A7
SLC39A7
SLC39A7
LOC280665///CNGA1
NEFH
PRMT2

KCNJ1
PPIF
PRKAR2B
DUS1L
TERF2
PXK
SCAMP3
SUPT6H
ENC1
COL4A6
SHOX2
SNHG3///RCC1///SNHG3///RCC1
LOC644172///MAPK8IP1
MRGBP
ZRSR1
SENP3
TONSL
TCEA2///TCEA2
GMNN
TMEM180
COL4A5
HSP90AB3P///HSP90AB1
SCIN
HSD17B12
ANO2
CFB
ATP6V1G2-DDX39B///ATP6V1G2
LINC00526

ATP7B
ABCB1
FBXO4
ZNF461
MXD3
ZNF423
LRRC49
FASTK
DCAF4
NUFIP2
UFD1L
ZNF25
RNF114
CLDN4
ZNF709
IL1R2
TFPI
MYBL1
ZNF584
DAPK3
DHODH
CDH24
CLIC5
GPHA2
PLEKHM1P///PLEKHM1
CDC45
ZNF768
PRPF4
SAMD12
FAM46C
GAS2
GEM
FICD

COL18A1
DCAF12
SLC25A4
CSNK1D
PCOLCE
GNAQ

TEN1///ACOX1
PDE4D
C17orf80
XXYLT1

PJA2
OIP5
CHCHD1
TRAF2
RHPN2
PUSL1///CPSF3L
VAT1L

EIF5
IFT74
CTC1
C16orf93
RBM8A
PERP
RNF19B
DDX60L
C11orf49
UBQLN4
OLFML3
AQP4
RPL41
ZSWIM1
TM2D2
LDHA
APBB1
KIAA0101
RBM19
E4F1
PSMC5
SMARCA4
TMEM185B
SETD9
MCM2
ZBTB39
SIAE
LRRC16A
CENPU
TNIK
ATXN7L1
C11orf48
PITPNM2
ZC3H6
DNAH6
ORC6
RERG
SUPT4H1
EXOSC4
F8A3///F8A2///F8A1

TMTC4
RPL10///DNASE1L1

PCSK7///TAGLN
KLHL21
MIR124-1
UBR7
TBCD
MYEOV2
ZNF79

UBE2MP1///UBE2M
IER5
LAMTOR1
TXNDC11///SNN
HUS1///HUS1
ZFAND2B
RHOT1
AASS
MIR1181///CDC37
KCNJ6
STARD10
LYPLA1
COX18
ITGB1
FAM65A
GOT1
CASKIN2
DUSP10
HSPB11
PARP6
BRI3BP
RGL2
SPATA6
CLP1
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10
IARS2
PMM1
SZRD1
FAM213B
GPATCH3
LRRC23
SPTBN1

PDK2
CBR1
FBXL12
SLC44A5
NDUFAF2
CTNS
CRK
SLC24A1
RIMS2
ATP6V1G2-DDX39B///ATP6V1G2
ATP6V1G2-DDX39B///ATP6V1G2

QKI
EEF2K
ALCAM
TROAP
STRIP2
UNC119
CAMK4
IPO13

SRRD
TTC39C
ZNF140
TAF12
MIEF1
NRXN3

ETS2
DHFRL1///DHFR
SLC10A7
TRIM39-RPP21///RPP21
DSP
TMEM47
ISCU
TMED9
CEP112
FAM49B

HCCS
AP2B1
TBC1D4
GTPBP2
SUV420H2
OPHN1
LRRC69///SLC26A7

MANBA

ANGPTL2
XPOT
BEX1
WDR73
BCL7C
COG6
LYSMD3
HEXA
CTIF
PTPN13
PTPRF
DHRS3

ZNF142
GSTM3
LDLRAD3
SLC22A17
WARS2

ST3GAL1
SLC6A10P///SLC6A8
STAC
CPA4
AADAT
FMOD
HMGCLL1

PURA
KIF22
HEATR1
PGPEP1
LMAN1
MAP7
DKKL1
IDS
CLK4
STOM
MAP1B
TXLNA
CLTB

DYNC2H1
NR4A1
RTKN
ZDHHC16
ATMIN
TERC
ALDH4A1
STAU2
ERI2///ACSM3
C15orf39
TARS
KIF22
GTF3C5
CLPTM1
TM9SF1
HRASLS
IVNS1ABP
COPS2
ANKRD54
SH3GL2
CACNA2D3


LEMD2
OTUD1
GALNT12
ERCC3
CD151
WDR6
PGBD2
ZNF485
ERF
C10orf25///RASSF4///ZNF22
EMC7
CDKN2AIP
HDAC4
PXMP4
KCNN4
PRKG1
ATP5G1
HCFC1
RNU1-1///RNU1-2///RNU1-3///RNU1-28P///RNU1-27P///RNVU1-18///RNU1-4
RNU1-1///RNU1-2///RNU1-3///RNU1-28P///RNU1-27P///RNVU1-18///RNU1-4
RNU1-1///RNU1-2///RNU1-3///RNU1-28P///RNU1-27P///RNVU1-18///RNU1-4
